,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
955,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM VIEN CHIEN LUOC VA PHAT TRIEN,ATM,"65 Van Mieu, Dong Da, Ha Noi,Viet Nam",Phuong Van Mieu,Quan Dong Da,Phuong,Quan ,149,"65 Văn Miếu, Đống Đa, Hà Nội, Vietnam",21.027193,105.835857,ROOFTOP,ChIJy6BPRJmrNTERe9LsxP8yIMk,street_address,0,1,OK
956,DongA Bank,Ngan hang TMCP Dong A,12,UBND quan Tay Ho,ATM,"657 Lac Long Quan, Phuong Xuan La, Quan Tay Ho, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Xuan La,Quan Tay Ho,Phuong,Quan ,209,"657 Đ. Lạc Long Quân, Xuân La, Tây Hồ, Hà Nội, Vietnam",21.0687032,105.8111376,ROOFTOP,ChIJN7MrVe-qNTER3HnhXZ9tKd0,street_address,0,1,OK
957,ACB,Ngan hang TMCP A Chau,2,"ATM, MA MAY",ATM,"66 Ma May, Quan Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Buom,Quan Hoan Kiem,Phuong,Quan ,46,"66 Phố Mã Mây, Hàng Buồm, Hoàn Kiếm, Hà Nội, Vietnam",21.0347389,105.853404,ROOFTOP,ChIJkUp6vcCrNTER4MiIhQ712Gg,street_address,0,1,OK
958,OCB ,Ngan hang TMCP Phuong Dong,24,Tran Hung Dao,ATM,"66A pho Tran Hung Dao, Phuong Tran Hung Dao, Quan Hoan Kiem, Tp.Ha Noi.,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,117,"Tran Hung Dao, Hoàn Kiếm, Hanoi, Vietnam",21.0229634,105.8473777,APPROXIMATE,ChIJuyML2JOrNTER-isd7EXuetc,"political,sublocality,sublocality_level_1",0,1,OK
959,Bắc Á bank,Ngan hang TMCP Bac A,5,ATM Nguyen Thi Dinh ,ATM,"67 Nguyen Thi Dinh, Trung Hoa Nhan Chinh, Trung Hoa, Thanh Xuan, Ha Noi, Vietnam,Viet Nam",Phuong Trung Hoa,Quan Cau Giay,Phuong,Quan ,309,"67 Phố Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",21.0103888,105.804736,ROOFTOP,ChIJ1znmF6CsNTER1t9dkoGIdJQ,street_address,0,1,OK
960,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Cua Nam,ATM,"67 pho Cua Nam, phuong Cua Nam, Hoan Kiem, Ha Noi,Viet Nam",Phuong Cua Nam,Quan Hoan Kiem,Phuong,Quan ,150,"67 Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0276989,105.8422102,ROOFTOP,ChIJD0prbZerNTERPIi5XYSgUSc,street_address,0,1,OK
961,ACB,Ngan hang TMCP A Chau,2,"ATM, PGD HOANG HOA THAM",ATM,"671 Hoang Hoa Tham, P. Vinh Phuc, Quan Ba Dinh, Ha Noi,Viet Nam",Phuong Vinh Phuc,Quan Ba Dinh,Phuong,Quan ,47,"671 Hoàng Hoa Thám, Vĩnh Phú, Ba Đình, Hà Nội, Vietnam",21.0471119,105.807909,ROOFTOP,ChIJRx5lNBirNTER_nA5eAqvmLY,"establishment,point_of_interest",0,1,OK
962,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Cong ty giay Tissue Song Duong,ATM,"672 Ngo Gia Tu, Duc Giang, Long Bien, Ha Noi,Viet Nam",Phuong Duc Giang,Quan Long Bien,Phuong,Quan ,114,"672 Ngô Gia Tự, Đức Giang, Long Biên, Hà Nội, Vietnam",21.0754722,105.9084204,ROOFTOP,ChIJGV87X8apNTERwQK8Y0Eb2iY,premise,0,1,OK
963,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1857-PGD Son Tay,ATM,"67-69 Pho Chua Thong, Phuong Son Loc, Tx.Son Tay, Ha Noi,Viet Nam",Phuong Son Loc,Thi xa Son Tay,Phuong,Thi xa ,118,"69 Chùa Thông, Tông, Sơn Tây, Hà Nội, Vietnam",21.1186396,105.4977678,ROOFTOP,ChIJ0YMj_0xfNDERGEkbL6JIh-0,"atm,establishment,finance,point_of_interest",0,1,OK
964,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Duong Quang Ham,ATM,"68 Duong Quang Ham, Cau Giay, Ha Noi,Viet Nam",Phuong Quan Hoa,Quan Cau Giay,Phuong,Quan ,151,"68 Dương Quảng Hàm, Quan Hoa, Cầu Giấy, Hà Nội, Vietnam",21.0344631,105.7995987,ROOFTOP,ChIJOeSEskCrNTERR1EfGginQqA,street_address,0,1,OK
965,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,CA Phuong Quan Hoa ATM,ATM,"68 Duong Quang Ham, Cau Giay, HN,Viet Nam",Phuong Quan Hoa,Quan Cau Giay,Phuong,Quan ,404,"68 Dương Quảng Hàm, Quan Hoa, Cầu Giấy, Hà Nội, Vietnam",21.0344631,105.7995987,ROOFTOP,ChIJOeSEskCrNTERR1EfGginQqA,street_address,0,1,OK
966,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD So 08,ATM,"68 Nguyen Du, Quan Hai Ba Trung, Ha Noi,Viet Nam",Phuong Nguyen Du,Quan Hai Ba Trung,Phuong,Quan ,115,"68 Nguyễn Du, Trần Hưng Đạo, Hai Bà Trưng, Hà Nội, Vietnam",21.0196561,105.8454969,GEOMETRIC_CENTER,ChIJv8Wb4ZGrNTERzM00KTg0YpE,premise,0,1,OK
967,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Nguyen Khanh Toan 2,ATM,"68 Tran Dang Ninh, Cau Giay, Ha Noi,Viet Nam",Phuong Dich Vong,Quan Cau Giay,Phuong,Quan ,152,"68 Trần Đăng Ninh, Dịch Vọng, Cầu Giấy, Hà Nội, Vietnam",21.038031,105.7949789,ROOFTOP,ChIJKyqEnzerNTERz6bNXmati08,street_address,0,2,OK
968,Techcombank,Ngan hang TMCP Ky Thuong,36,TAO NHA ACE - 68 TRAN QUANG DIEU - HA NOI,ATM,"68 Tran Quang Dieu, Dong Da, Ha Noi,Viet Nam",Phuong O Cho Dua,Quan Dong Da,Phuong,Quan ,153,"68 Trần Quang Diệu, Chợ Dừa, Đống Đa, Hà Nội 100000, Vietnam",21.0147831,105.8239443,ROOFTOP,ChIJYUc4u36rNTERqK0SZc3S2fY,street_address,100000,1,OK
969,DongA Bank,Ngan hang TMCP Dong A,12,Cong ty CP thiet bi vat tu ngan hang,ATM,"69 Lac Trung, Phuong Vinh Tuy, Quan Hai Ba Trung, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,210,"69 Lạc Trung, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",21.0029243,105.8681589,GEOMETRIC_CENTER,ChIJUaN54gasNTERpeSoP_5MSo4,premise,0,1,OK
970,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"69 Tran Thai Tong, Cau Giay, Ha Noi,Viet Nam",Phuong Dich Vong Hau,Quan Cau Giay,Phuong,Quan ,156,"69 Trần Thái Tông, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",21.0326517,105.7886985,ROOFTOP,ChIJM0t7b0mrNTERMtqLLMWOSGI,street_address,0,1,OK
971,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC 69 Vu Ngoc Phan,ATM,"69 Vu Ngoc Phan, P Lang Ha, Q Dong Da,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,116,"25 Vũ Ngọc Phan, Láng Hạ, Đống Đa, Hà Nội, Vietnam",21.0135503,105.8113262,ROOFTOP,ChIJa0-74kmrNTER02ABl-xat3o,"establishment,point_of_interest",0,1,OK
972,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM VKSND Tay Ho,ATM,"699 Lac Long Quan, Tay Ho, Ha Noi,Viet Nam",Phuong Phu Thuong,Quan Tay Ho,Phuong,Quan ,154,"699 Đ. Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội, Vietnam",21.080295,105.8170888,ROOFTOP,ChIJ90Mcq5KqNTERKKBQN2wxP1o,street_address,0,1,OK
973,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Bo ngoai giao,ATM,"7 Chu Van An, Ba Dinh, Ha Noi,Viet Nam",Phuong Dien Bien,Quan Ba Dinh,Phuong,Quan ,157,"7 Chu Văn An, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.0331464,105.8366933,ROOFTOP,ChIJGx3hQaKrNTERIj_lI6ohWpE,street_address,0,1,OK
974,GP bank,Ngan hang TNHH MTV Dau khi toan cau,14,ATM GPBank Thu Do,ATM,"7 Dao Duy Anh, Q.Dong Da, Ha Noi,Viet Nam",Phuong Phuong Lien,Quan Dong Da,Phuong,Quan ,211,"9 Đào Duy Anh, Phương Liên, Đống Đa, Hà Nội, Vietnam",21.0082592,105.8389109,ROOFTOP,ChIJC4fhiIerNTERuZ8gxrgyxB8,"establishment,point_of_interest,real_estate_agency",0,1,OK
975,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Ngo Gach,ATM,"7 Ngo Gach, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Buom,Quan Hoan Kiem,Phuong,Quan ,158,"7 Ngõ Gạch, Hàng Buồm, Hoàn Kiếm, Hà Nội, Vietnam",21.036267,105.850458,ROOFTOP,ChIJl7n5Mr-rNTERKw9mhM-iJ14,street_address,0,1,OK
976,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Ngo Xuan Quang,ATM,"7 Ngo Xuan Quang, Gia Lam,Viet Nam",Thi tran Trau Quy,Huyen Gia Lam,Thi tran,Huyen ,119,"7 Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, Hà Nội, Vietnam",21.0204276,105.9380292,ROOFTOP,ChIJwyZEWcKoNTERHCX0Mp75Luw,street_address,0,1,OK
977,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"7 Phan Dinh Phung, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Ma,Quan Hoan Kiem,Phuong,Quan ,117,"7 Phan Đình Phùng, Hàng Mã, Hoàn Kiếm, Hà Nội, Vietnam",21.0397126,105.846208,ROOFTOP,ChIJdV2yLLqrNTERfKed8KaY2hM,premise,0,1,OK
978,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an thi xa Son Tay ATM,ATM,"7 Pho Duc Chinh, phuong Le Loi, thi xa Son Tay, HN,Viet Nam",Phuong Le Loi,Thi xa Son Tay,Phuong,Thi xa ,405,"7 P. Phó Đức Chính, P. Ngô Quyền, Sơn Tây, Hà Nội, Vietnam",21.1417755,105.5034584,ROOFTOP,ChIJ3xnUqgf2NDER8JFAhTp-woc,street_address,0,1,OK
979,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Thanh Cong,ATM,"7 Thanh Cong, Ba Dinh, Ha Noi,Viet Nam",Phuong Thanh Cong,Quan Ba Dinh,Phuong,Quan ,159,"7 Thành Công, Ba Đình, Hà Nội, Vietnam",21.0222795,105.8157992,ROOFTOP,ChIJbTEJYGWrNTER2Ao32xsuNvk,street_address,0,1,OK
980,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Phong Canh sat Hinh su ATM,ATM,"7 Thien Quang, phuong Nguyen Du, quan Hai Ba Trung, HN,Viet Nam",Phuong Nguyen Du,Quan Hai Ba Trung,Phuong,Quan ,406,"7 Thiền Quang, Nguyễn Du, Hai Bà Trưng, Hà Nội, Vietnam",21.0192402,105.8432034,ROOFTOP,ChIJ_f4y0Y-rNTER8HS2N0z4V_Y,premise,0,1,OK
981,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1569-PGD Tan Mai,ATM,"701 Truong Dinh, Hoang Mai, Ha Noi,Viet Nam",Phuong Giap Bat,Quan Hoang Mai,Phuong,Quan ,120,"701 Trương Định, Thịnh Liệt, Hoàng Mai, Hà Nội, Vietnam",20.9786613,105.8432378,ROOFTOP,ChIJqyxJhESsNTER56RUiNLblfU,premise,0,1,OK
982,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM Chi nhanh Ha Noi,ATM,"70-72 Ba Trieu, Phuong Hang Bai, Quan Hoan Kiem, Ha Noi.,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,118,"Số 70, 72 Bà Triệu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0202175,105.8495308,ROOFTOP,ChIJHzgdYpKrNTERrqTQD3UF5OM,subpremise,0,1,OK
983,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"71 Hang Trong, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Trong,Quan Hoan Kiem,Phuong,Quan ,157,"71 Hàng Trống, Hoàn Kiếm, Hà Nội, Vietnam",21.0295644,105.8505658,ROOFTOP,ChIJl5ifbpWrNTERCiNBrK9rbUk,premise,0,1,OK
984,VIB,Ngan hang TMCP Quoc Te,41,ATM385,ATM,"71 Nguyen Chi Thanh, phuong Ngoc Khanh, Quan Ba Dinh, Ha Noi,Viet Nam",Phuong Ngoc Khanh,Quan Ba Dinh,Phuong,Quan ,160,"71 Nguyễn Chí Thanh, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam",21.0280493,105.8124175,RANGE_INTERPOLATED,EkQ3MSBOZ3V54buFbiBDaMOtIFRoYW5oLCBOZ-G7jWMgS2jDoW5oLCBCYSDEkMOsbmgsIEjDoCBO4buZaSwgVmlldG5hbSIaEhgKFAoSCUtTA6RuqzUxEX398N3CxRTBEEc,street_address,0,1,OK
985,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,216001 - ATM Tru so chi nhanh ,ATM,"71 Nguyen Chi Thanh,Phuong Lang Ha,Quan Dong Da, Thanh pho Ha Noi,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,212,"71 Nguyễn Chí Thanh, Thành Công, Ba Đình, Hà Nội, Vietnam",21.0240105,105.8111795,ROOFTOP,ChIJz_ZWtGirNTERgZ4xzH5uit0,premise,0,1,OK
986,SCB,Ngan hang TMCP Sai Gon,31,PGD THUY KHUE,ATM,"72 Duong Thuy Khue, Phuong Thuy Khue, Quan Tay Ho, Thanh Pho Ha Noi,Viet Nam",Phuong Thuy Khue,Quan Tay Ho,Phuong,Quan ,121,"72 Thụy Khuê, Thuỵ Khuê, Ba Đình, Hà Nội, Vietnam",21.041214,105.827056,ROOFTOP,ChIJK1HXswmrNTERDGHPUhBGj_s,street_address,0,1,OK
987,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Linh Nam,ATM,"72 Linh Nam, Hoang Mai, Ha Noi,Viet Nam",Phuong Mai Dong,Quan Hoang Mai,Phuong,Quan ,161,"72 Lĩnh Nam, Mai Động, Hoàng Mai, Hà Nội, Vietnam",20.989671,105.8652089,ROOFTOP,ChIJcS5zERqsNTERWeQ6xE8nIEs,street_address,0,1,OK
988,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM VPBank Ha Thanh ATM,ATM,"72 Nguyen Trai, Thanh Xuan, Ha Noi,Viet Nam",Phuong Thuong Dinh,Quan Thanh Xuan,Phuong,Quan ,407,"72 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",20.9994045,105.815465,ROOFTOP,ChIJMy2CnpqsNTERYKCG3oaYXLk,premise,0,1,OK
989,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM Toa nha Thu Do ATM,ATM,"72 TRAN HUNG DAO, PHUONG TRAN HUNG DAO, HOAN KIEM, HA NOI,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,408,"Capital Building, 72 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0227599,105.8472287,ROOFTOP,ChIJ6fBr0JOrNTERLaTjrrfUMFY,premise,0,1,OK
990,Techcombank,Ngan hang TMCP Ky Thuong,36,Royal City,ATM,"72A Nguyen Trai, Thanh Xuan, Ha Noi,Viet Nam",Phuong Thuong Dinh,Quan Thanh Xuan,Phuong,Quan ,162,"72A Nguyễn Trãi, Thượng Đình, Đống Đa, Hà Nội, Vietnam",21.0007247,105.8160489,ROOFTOP,ChIJqwDswJqsNTER4v0PTpp62RY,street_address,0,2,OK
991,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"73 Hang Giay, Hoan Kiem, Ha Noi,Viet Nam",Phuong Dong Xuan,Quan Hoan Kiem,Phuong,Quan ,158,"73 Phố Hàng Giấy, Hàng Mã, Hoàn Kiếm, Hà Nội, Vietnam",21.0385014,105.8485575,ROOFTOP,ChIJqRxBEbmrNTER8Ftxf0AVFeg,street_address,0,1,OK
992,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,Cong an quan Tay Ho ATM,ATM,"739 Lac Long Quan, phuong Phu Thuong, quan Tay Ho, HN,Viet Nam",Phuong Phu Thuong,Quan Tay Ho,Phuong,Quan ,409,"739 Đ. Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội, Vietnam",21.0789981,105.8158892,ROOFTOP,ChIJNad7QO2qNTERQ3LjkA0kbBM,premise,0,1,OK
993,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"739 Lac Long Quan, Tay Ho, Ha Noi,Viet Nam",Phuong Nghia Do,Quan Cau Giay,Phuong,Quan ,159,"739 Đ. Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội, Vietnam",21.0789981,105.8158892,ROOFTOP,ChIJNad7QO2qNTERQ3LjkA0kbBM,premise,0,1,OK
994,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Ha Thanh,ATM,"74 Ba Trieu, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Bai,Quan Hoan Kiem,Phuong,Quan ,163,"74 Bà Triệu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0201094,105.8494989,ROOFTOP,ChIJxzK3iZKrNTERZorgwvWlxf8,street_address,0,1,OK
995,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"74 Le Loi, Son Tay, Ha Noi,Viet Nam",Phuong Le Loi,Thi xa Son Tay,Phuong,Thi xa ,160,"74 Lê Lợi, P. Lê Lợi, Sơn Tây, Hà Nội, Vietnam",21.1430302,105.5055874,ROOFTOP,ChIJpzCLEgb2NDER0FClPATz9PY,street_address,0,1,OK
996,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990147 - ATM Tru so Chi nhanh,ATM,"74 Tho Nhuom, Hoan Kiem, Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,213,"74 Thợ Nhuộm, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0234775,105.8474465,ROOFTOP,ChIJkwrTwpOrNTER4lKOxPmQBJI,premise,0,1,OK
997,ACB,Ngan hang TMCP A Chau,2,"ATM, ATM PGD TRAN DAI NGHIA",ATM,"74 Tran Dai Nghia, Dong Tam, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Dong Tam,Quan Hai Ba Trung,Phuong,Quan ,48,"74 Trần Đại Nghĩa, Đồng Tâm, Hai Bà Trưng, Hà Nội, Vietnam",21.0004526,105.8452393,ROOFTOP,ChIJOyI5a3GsNTER4-0EN73gQ5U,street_address,0,1,OK
998,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,159001 - ATM Tru so chinh CN,ATM,"741 Nguyen Duc Thuan, Gia Lam, Ha Noi,Viet Nam",Xa Dang Xa,Huyen Gia Lam,Xa,Huyen ,214,"741 Nguyễn Đức Thuận, Đặng Xá, Gia Lâm, Hà Nội, Vietnam",21.0149677,105.9474857,ROOFTOP,ChIJZcXrsLioNTERNkcbUuNcV4s,premise,0,1,OK
999,Vietbank,Ngan hang TMCP Viet Nam Thuong Tin,43,ATM PGD Kim Dong,ATM,"745 Giai Phong, Phuong Giap Bat, Quan Hoang Mai, Ha Noi.,Viet Nam",Phuong Giap Bat,Quan Hoang Mai,Phuong,Quan ,119,"745 Giải Phóng, Giáp Bát, Hoàng Mai, Hà Nội, Vietnam",20.9869619,105.841155,ROOFTOP,ChIJK_T-c2isNTER-z8Am85DPmM,street_address,0,1,OK
1000,LienVietPostBank,Ngan hang TMCP Buu dien Lien Viet,19,CN Thang Long ,ATM,"75 Dinh Tien Hoang, Q.Hoan Kiem, TP.Ha Noi ,Viet Nam",Phuong Trang Tien,Quan Hoan Kiem,Phuong,Quan ,215,"75 Đinh Tiên Hoàng, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0266288,105.8538228,ROOFTOP,ChIJ6RMjPeurNTERRphYbV3aM10,premise,0,1,OK
1001,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"75 Phuong Mai, Dong Da, Ha Noi,Viet Nam",Phuong Phuong Mai,Quan Dong Da,Phuong,Quan ,161,"75 Phương Mai, 75 Phương Mai, Phương Đình, Đống Đa, Hà Nội, Vietnam",21.0033879,105.8365981,ROOFTOP,ChIJIZTVZnmsNTERyf7HGx19Vk8,premise,0,1,OK
1002,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,VPBank Phuong Mai ATM,ATM,"75 Phuong Mai, phuong Phuong Mai, quan Dong Da, HN,Viet Nam",Phuong Phuong Mai,Quan Dong Da,Phuong,Quan ,410,"75 Phương Mai, 75 Phương Mai, Phương Đình, Đống Đa, Hà Nội, Vietnam",21.0033879,105.8365981,ROOFTOP,ChIJIZTVZnmsNTERyf7HGx19Vk8,premise,0,1,OK
1003,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990154 - ATM Nga Tu So,ATM,"75C Nguyen Trai, Nga Tu So, Dong Da, Ha Noi,Viet Nam",Phuong Nga Tu So,Quan Dong Da,Phuong,Quan ,216,"75 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội 100000, Vietnam",20.9979742,105.8128908,ROOFTOP,ChIJS4uq6pCsNTER-n4l4EuEqrU,street_address,100000,2,OK
1004,Eximbank,Ngan hang TMCP Xuat Nhap Khau,13,PGD Nguyen Du:,ATM,"76 Mai Hac De, Q.Hai Ba Trung, Tp Ha Noi,Viet Nam",Phuong Bui Thi Xuan,Quan Hai Ba Trung,Phuong,Quan ,217,"57 Mai Hắc Đế, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội 100000, Vietnam",21.014602,105.851067,ROOFTOP,ChIJS8LBo4yrNTERUOIF9K7nGPg,"establishment,lodging,point_of_interest",100000,1,OK
1005,ACB,Ngan hang TMCP A Chau,2,"ATM, CONG TY DIEN TU PICO",ATM,"76 Nguyen Trai, Quan Thanh Xuan, Ha Noi,Viet Nam",Phuong Thuong Dinh,Quan Thanh Xuan,Phuong,Quan ,49,"76 Nguyễn Trãi, Thượng Đình, Đống Đa, Hà Nội, Vietnam",21.000278,105.8155739,RANGE_INTERPOLATED,EkQ3NiBOZ3V54buFbiBUcsOjaSwgVGjGsOG7o25nIMSQw6xuaCwgxJDhu5FuZyDEkGEsIEjDoCBO4buZaSwgVmlldG5hbSIaEhgKFAoSCSu1E5earDUxERi_hbd9x-VjEEw,street_address,0,1,OK
1006,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,279005 - ATM Yen Phu,ATM,"76 Yen Phu, Tay Ho, Ha Noi,Viet Nam",Phuong Yen Phu,Quan Tay Ho,Phuong,Quan ,218,"76 Phố Yên Phụ, Yên Phụ, Tây Hồ, Hà Nội 100000, Vietnam",21.052125,105.836715,ROOFTOP,ChIJNfNWYKyrNTERnYDHTVa8Spo,"casino,establishment,food,gym,health,lodging,point_of_interest,restaurant",100000,1,OK
1007,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Tong Cty May 10,ATM,"765 Nguyen Van Linh, Long Bien, Ha Noi,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,120,"765 Nguyễn Văn Linh, Thạch Bàn, Long Biên, Hà Nội, Vietnam",21.0293784,105.9187682,GEOMETRIC_CENTER,ChIJdW0vvR6pNTEROtgAMpQOtUE,premise,0,1,OK
1008,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM Tong Cong ty May 10 ATM,ATM,"765 Nguyen Van Linh, Sai Dong, Long Bien, Ha Noi,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,411,"765 Nguyễn Văn Linh, Thạch Bàn, Long Biên, Hà Nội, Vietnam",21.0293784,105.9187682,GEOMETRIC_CENTER,ChIJdW0vvR6pNTEROtgAMpQOtUE,premise,0,1,OK
1009,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990126 - ATM Tong Cty CP May 10,ATM,"765 Nguyen Van Linh,Phuong Sai Dong,Quan Long Bien, Thanh pho Ha Noi,Viet Nam",Phuong Sai Dong,Quan Long Bien,Phuong,Quan ,219,"765 Nguyễn Văn Linh, Thạch Bàn, Long Biên, Hà Nội, Vietnam",21.0293784,105.9187682,GEOMETRIC_CENTER,ChIJdW0vvR6pNTEROtgAMpQOtUE,premise,0,1,OK
1010,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"77 Lac Trung, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,162,"77 Lạc Trung, Vĩnh Tuy, Hai Bà Trưng, Hà Nội, Vietnam",21.0029028,105.8690993,ROOFTOP,ChIJ_905JwesNTERhpnWtEZLuV4,premise,0,1,OK
1011,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC Hoc Vien Hanh Chinh Quoc Gia,ATM,"77 Nguyen Chi Thanh, Lang Ha, Dong Da,Viet Nam",Phuong Lang Ha,Quan Dong Da,Phuong,Quan ,121,"77 Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0230645,105.8105461,ROOFTOP,ChIJxXg0pmirNTERJAQsDiO3fRw,premise,0,1,OK
1012,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990048 - ATM Hoc vien Hanh chinh Quoc Gia,ATM,"77 Nguyen Chi Thanh,Phuong Lang Thuong,Quan Dong Da, Thanh pho Ha No,Viet Nam",Phuong Lang Thuong,Quan Dong Da,Phuong,Quan ,220,"77 Nguyễn Chí Thanh, Láng Thượng, Đống Đa, Hà Nội, Vietnam",21.0230645,105.8105461,ROOFTOP,ChIJxXg0pmirNTERJAQsDiO3fRw,premise,0,1,OK
1013,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Nga Tu So,ATM,"78 Nguyen Trai, Thuong Dinh, Thanh Xuan, Ha Noi,Viet Nam",Phuong Thuong Dinh,Quan Thanh Xuan,Phuong,Quan ,164,"78 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội, Vietnam",21.0001705,105.8153847,ROOFTOP,ChIJ5-tJkZqsNTEReG-VNSzDJOQ,premise,0,1,OK
